url_path,views_total,views_unique
/grp-bork/microbial_load_predictor,12,8
/grp-bork/microbial_load_predictor/tree/main/R,4,2
/grp-bork/microbial_load_predictor/blob/main/DESCRIPTION,3,3
/grp-bork/microbial_load_predictor/tree/main/test_data,2,2
/grp-bork/microbial_load_predictor/blob/main/R/MLP.R,2,1
/grp-bork/microbial_load_predictor/blob/main/man/MLP.Rd,2,1
/grp-bork/microbial_load_predictor/tree/main/assets,2,1
/grp-bork/microbial_load_predictor/tree/main/inst/extdata,2,1
/grp-bork/microbial_load_predictor/tree/main/man,2,1
/grp-bork/microbial_load_predictor/blob/main/R/.Rhistory,1,1
